text,label
Hydrocortisone + Bacillus calmette-guerin substrain tice live antigen,Major
Hydrocortisone + Bempedoic acid,Major
Hydrocortisone + Bempedoic acid,Major
Benazepril + Hydrocortisone,Moderate
Bendroflumethiazide + Hydrocortisone,Moderate
Benzthiazide + Hydrocortisone,Moderate
Betaxolol + Hydrocortisone,Moderate
Bexarotene + Hydrocortisone,Moderate
Hydrocortisone + Bifidobacterium longum infantis,Moderate
Hydrocortisone + Bisacodyl,Moderate
Bisoprolol + Hydrocortisone,Moderate
Hydrocortisone + Boceprevir,Moderate
Bosentan + Hydrocortisone,Moderate
Hydrocortisone + Bromfenac,Moderate
Hydrocortisone + Bumetanide,Moderate
Hydrocortisone + Bupropion,Major
Hydrocortisone + Bupropion,Major
Butabarbital + Hydrocortisone,Moderate
Butalbital + Hydrocortisone,Moderate
Hydrocortisone + Calaspargase pegol,Moderate
Hydrocortisone + Calcium carbonate,Minor
Hydrocortisone + Calcium carbonate,Minor
Hydrocortisone + Canagliflozin,Moderate
Hydrocortisone + Canakinumab,Moderate
Hydrocortisone + Candida albicans,Moderate
Capreomycin + Hydrocortisone,Moderate
Hydrocortisone + Captopril,Moderate
Carbamazepine + Hydrocortisone,Moderate
Carteolol + Hydrocortisone,Moderate
Hydrocortisone + Carvedilol,Moderate
Hydrocortisone + Frangula purshiana bark,Moderate
Hydrocortisone + Castor oil,Moderate
Celecoxib + Hydrocortisone,Moderate
Hydrocortisone + Cemiplimab,Moderate
Hydrocortisone + Cenobamate,Moderate
Hydrocortisone + Ceritinib,Moderate
Hydrocortisone + Certolizumab pegol,Major
Hydrocortisone + Certolizumab pegol,Major
Hydrocortisone + Chlorothiazide,Moderate
Chlorpromazine + Hydrocortisone,Moderate
Chlorpropamide + Hydrocortisone,Moderate
Chlorthalidone + Hydrocortisone,Moderate
Hydrocortisone + Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
Hydrocortisone + Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
Hydrocortisone + Cholestyramine,Moderate
Hydrocortisone + Choline salicylate,Moderate
Hydrocortisone + Cinoxacin,Major
Hydrocortisone + Cinoxacin,Major
Ciprofloxacin + Hydrocortisone,Major
Ciprofloxacin + Hydrocortisone,Major
Cisplatin + Hydrocortisone,Moderate
Cladribine + Hydrocortisone,Major
Cladribine + Hydrocortisone,Major
Hydrocortisone + Clarithromycin,Moderate
Hydrocortisone + Clevidipine,Moderate
Clonidine + Hydrocortisone,Moderate
Hydrocortisone + Cobicistat,Moderate
Hydrocortisone + Coccidioides immitis spherule,Moderate
Hydrocortisone + Colesevelam,Moderate
Colestipol + Hydrocortisone,Moderate
Hydrocortisone + Conivaptan,Moderate
Conjugated estrogens + Hydrocortisone,Moderate
Conjugated estrogens (topical) + Hydrocortisone,Moderate
Cyclosporine + Hydrocortisone,Moderate
Hydrocortisone + Dabrafenib,Moderate
Hydrocortisone + Dapagliflozin,Moderate
Hydrocortisone + Darunavir,Moderate
Hydrocortisone + Dasatinib,Moderate
Hydrocortisone + Deferasirox,Major
Hydrocortisone + Deferasirox,Major
Hydrocortisone + Delafloxacin,Major
Hydrocortisone + Delafloxacin,Major
Delavirdine + Hydrocortisone,Moderate
Hydrocortisone + Denosumab,Moderate
Hydrocortisone + Deserpidine,Moderate
Hydrocortisone + Desirudin,Major
Hydrocortisone + Desirudin,Major
Desmopressin + Hydrocortisone,Major
Desmopressin + Hydrocortisone,Major
Hydrocortisone + Diazoxide,Moderate
Hydrocortisone + Diclofenamide,Moderate
Diclofenac + Hydrocortisone,Moderate
Dicoumarol + Hydrocortisone,Moderate
Hydrocortisone + Dienestrol (topical),Moderate
Diethylstilbestrol + Hydrocortisone,Moderate
Hydrocortisone + Diflunisal,Moderate
Hydrocortisone + Digitoxin,Moderate
Digoxin + Hydrocortisone,Moderate
Diltiazem + Hydrocortisone,Moderate
Hydrocortisone + Dimethyl fumarate,Moderate
Hydrocortisone + Dinutuximab,Major
Hydrocortisone + Dinutuximab,Major
Hydrocortisone + Diroximel fumarate,Moderate
Disopyramide + Hydrocortisone,Moderate
Dofetilide + Hydrocortisone,Major
Dofetilide + Hydrocortisone,Major
Hydrocortisone + Doxacurium,Moderate
Doxazosin + Hydrocortisone,Moderate
Hydrocortisone + Dronedarone,Major
Hydrocortisone + Dronedarone,Major
Droperidol + Hydrocortisone,Major
Droperidol + Hydrocortisone,Major
Hydrocortisone + Dulaglutide,Moderate
Hydrocortisone + Durvalumab,Moderate
Hydrocortisone + Duvelisib,Moderate
Hydrocortisone + Echinacea,Minor
Hydrocortisone + Echinacea,Minor
Hydrocortisone + Edrophonium,Moderate
Efalizumab + Hydrocortisone,Moderate
Efavirenz + Hydrocortisone,Moderate
Hydrocortisone + Empagliflozin,Moderate
Enalapril + Hydrocortisone,Moderate
Enoxacin + Hydrocortisone,Major
Enoxacin + Hydrocortisone,Major
Hydrocortisone + Enzalutamide,Moderate
Eplerenone + Hydrocortisone,Moderate
Hydrocortisone + Eprosartan,Moderate
Hydrocortisone + Ertugliflozin,Moderate
Erythromycin + Hydrocortisone,Moderate
Hydrocortisone + Esterified estrogens,Moderate
Hydrocortisone + Estradiol,Moderate
Hydrocortisone + Estradiol (topical),Moderate
Hydrocortisone + Estramustine,Moderate
Estrone + Hydrocortisone,Moderate
Hydrocortisone + Estrone sulfate,Moderate
Hydrocortisone + Estrone sulfate (topical),Moderate
Etanercept + Hydrocortisone,Major
Etanercept + Hydrocortisone,Major
Hydrocortisone + Etacrynic acid,Moderate
Hydrocortisone + Ethotoin,Moderate
Hydrocortisone + Etodolac,Moderate
Hydrocortisone + Etravirine,Moderate
Hydrocortisone + Exenatide,Moderate
Hydrocortisone + Fedratinib,Moderate
Hydrocortisone + Felodipine,Moderate
Hydrocortisone + Fenoldopam,Moderate
Fenoprofen + Hydrocortisone,Moderate
Hydrocortisone + Fingolimod,Major
Hydrocortisone + Fingolimod,Major
Fluconazole + Hydrocortisone,Moderate
Hydrocortisone + Fluoxymesterone,Moderate
Fluphenazine + Hydrocortisone,Moderate
Flurbiprofen + Hydrocortisone,Moderate
Fluvoxamine + Hydrocortisone,Moderate
Hydrocortisone + Fosamprenavir,Moderate
Hydrocortisone + Fosaprepitant,Moderate
Foscarnet + Hydrocortisone,Moderate
Fosinopril + Hydrocortisone,Moderate
Hydrocortisone + Fosphenytoin,Moderate
Hydrocortisone + Fostamatinib,Moderate
Furosemide + Hydrocortisone,Moderate
Hydrocortisone + Gallium chloride Ga-67,Moderate
Hydrocortisone + Gatifloxacin,Major
Hydrocortisone + Gatifloxacin,Major
Hydrocortisone + Gemifloxacin,Major
Hydrocortisone + Gemifloxacin,Major
Glimepiride + Hydrocortisone,Moderate
Hydrocortisone + Glipizide,Moderate
Hydrocortisone + Glyburide,Moderate
Hydrocortisone + Glycerin,Moderate
Hydrocortisone + Glycerol phenylbutyrate,Moderate
Hydrocortisone + Golimumab,Major
Hydrocortisone + Golimumab,Major
Grepafloxacin + Hydrocortisone,Major
Grepafloxacin + Hydrocortisone,Major
Guanabenz + Hydrocortisone,Moderate
Guanadrel + Hydrocortisone,Moderate
Hydrocortisone + Guanethidine,Moderate
Hydrocortisone + Guanfacine,Moderate
Haloperidol + Hydrocortisone,Moderate
Hydrocortisone + Hepatitis A Vaccine,Moderate
Hydrocortisone + Hepatitis B Vaccine (Recombinant),Moderate
Hydrocortisone + Human papillomavirus type 11 L1 capsid protein antigen,Moderate
Hydrocortisone + Hyaluronidase,Minor
Hydrocortisone + Hyaluronidase,Minor
Hydrocortisone + Hydralazine,Moderate
Hydrocortisone + Hydrochlorothiazide,Moderate
Hydrocortisone + Hydroflumethiazide,Moderate
Hydrocortisone + Idelalisib,Moderate
Imatinib + Hydrocortisone,Moderate
Hydrocortisone + Indacaterol,Minor
Hydrocortisone + Indacaterol,Minor
Hydrocortisone + Indapamide,Moderate
Indinavir + Hydrocortisone,Moderate
Hydrocortisone + Indium In-111 oxyquinoline,Moderate
Indomethacin + Hydrocortisone,Moderate
Infliximab + Hydrocortisone,Major
Infliximab + Hydrocortisone,Major
Hydrocortisone + Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
Hydrocortisone + Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
Insulin human + Hydrocortisone,Moderate
Hydrocortisone + Insulin aspart (aspart),Moderate
Hydrocortisone + Insulin aspart (aspart protamine),Moderate
Hydrocortisone + Insulin degludec,Moderate
Hydrocortisone + Insulin detemir,Moderate
Insulin glargine + Hydrocortisone,Moderate
Hydrocortisone + Insulin glulisine,Moderate
"Insulin human (inhalation, rapid acting) + Hydrocortisone",Moderate
Insulin human (isophane) + Hydrocortisone,Moderate
Insulin lispro + Hydrocortisone,Moderate
Insulin lispro (protamine) + Hydrocortisone,Moderate
Insulin human (regular) + Hydrocortisone,Moderate
Insulin human (zinc) + Hydrocortisone,Moderate
Insulin human (zinc extended) + Hydrocortisone,Moderate
Hydrocortisone + Iohexol,Major
Hydrocortisone + Iohexol,Major
Hydrocortisone + Iopamidol,Major
Hydrocortisone + Iopamidol,Major
Hydrocortisone + Ipilimumab,Moderate
Hydrocortisone + Irbesartan,Moderate
Hydrocortisone + Isavuconazonium,Moderate
Isoetharine + Hydrocortisone,Minor
Isoetharine + Hydrocortisone,Minor
Hydrocortisone + Isoniazid,Minor
Hydrocortisone + Isoniazid,Minor
Hydrocortisone + Isoprenaline,Minor
Hydrocortisone + Isoprenaline,Minor
Isradipine + Hydrocortisone,Moderate
Hydrocortisone + Itraconazole,Moderate
Hydrocortisone + Ivacaftor,Moderate
Hydrocortisone + Ketoconazole,Moderate
Hydrocortisone + Ketoprofen,Moderate
Labetalol + Hydrocortisone,Moderate
Hydrocortisone + Lactitol,Moderate
Hydrocortisone + Lactobacillus acidophilus,Moderate
Lactulose + Hydrocortisone,Moderate
Hydrocortisone + Lapatinib,Moderate
Hydrocortisone + Larotrectinib,Moderate
Hydrocortisone + Lefamulin,Moderate
Hydrocortisone + Leflunomide,Major
Hydrocortisone + Leflunomide,Major
Hydrocortisone + Letermovir,Moderate
Hydrocortisone + Levosalbutamol,Minor
Hydrocortisone + Levosalbutamol,Minor
Hydrocortisone + Levamlodipine,Moderate
Hydrocortisone + Levofloxacin,Major
Hydrocortisone + Levofloxacin,Major
Hydrocortisone + Licorice,Moderate
Hydrocortisone + Linagliptin,Moderate
Hydrocortisone + Liraglutide,Moderate
Lisinopril + Hydrocortisone,Moderate
Hydrocortisone + Lixisenatide,Moderate
Hydrocortisone + Lomefloxacin,Major
Hydrocortisone + Lomefloxacin,Major
Hydrocortisone + Lonafarnib,Moderate
Hydrocortisone + Lorlatinib,Moderate
Losartan + Hydrocortisone,Moderate
Hydrocortisone + Lusutrombopag,Moderate
Lyme disease vaccine (recombinant OspA) + Hydrocortisone,Moderate
Hydrocortisone + Macimorelin,Moderate
Hydrocortisone + Magaldrate,Minor
Hydrocortisone + Magaldrate,Minor
Hydrocortisone + Magnesium citrate,Moderate
Hydrocortisone + Magnesium hydroxide,Moderate
Hydrocortisone + Magnesium oxide,Minor
Hydrocortisone + Magnesium oxide,Minor
Magnesium sulfate + Hydrocortisone,Moderate
Hydrocortisone + Measles virus vaccine live attenuated,Major
Hydrocortisone + Measles virus vaccine live attenuated,Major
Hydrocortisone + Meclofenamic acid,Moderate
Hydrocortisone + Mefenamic acid,Moderate
Hydrocortisone + Meloxicam,Moderate
Hydrocortisone + Meningococcal polysaccharide vaccine group C,Moderate
Mephenytoin + Hydrocortisone,Moderate
Hydrocortisone + Methylphenobarbital,Moderate
Hydrocortisone + Orciprenaline,Minor
Hydrocortisone + Orciprenaline,Minor
Metformin + Hydrocortisone,Moderate
Methazolamide + Hydrocortisone,Moderate
Methotrexate + Hydrocortisone,Moderate
Hydrocortisone + Methyldopa,Moderate
Hydrocortisone + Methyltestosterone,Moderate
Hydrocortisone + Metocurine,Moderate
Metolazone + Hydrocortisone,Moderate
Metoprolol + Hydrocortisone,Moderate
Hydrocortisone + Mifepristone,Major
Hydrocortisone + Mifepristone,Major
Miglitol + Hydrocortisone,Moderate
Hydrocortisone + Mineral oil,Moderate
Minoxidil + Hydrocortisone,Moderate
Hydrocortisone + Mivacurium,Moderate
Hydrocortisone + Modafinil,Minor
Hydrocortisone + Modafinil,Minor
Moexipril + Hydrocortisone,Moderate
Hydrocortisone + Monomethyl fumarate,Moderate
Moxifloxacin + Hydrocortisone,Major
Moxifloxacin + Hydrocortisone,Major
Hydrocortisone + Mumps virus strain B level jeryl lynn live antigen,Major
Hydrocortisone + Mumps virus strain B level jeryl lynn live antigen,Major
Nabumetone + Hydrocortisone,Moderate
Hydrocortisone + Nadolol,Moderate
Hydrocortisone + Nalidixic acid,Major
Hydrocortisone + Nalidixic acid,Major
Hydrocortisone + Naloxone,Minor
Hydrocortisone + Naloxone,Minor
Hydrocortisone + Naproxen,Moderate
Natalizumab + Hydrocortisone,Major
Natalizumab + Hydrocortisone,Major
Nateglinide + Hydrocortisone,Moderate
Hydrocortisone + Nebivolol,Moderate
Hydrocortisone + Nefazodone,Moderate
Nelfinavir + Hydrocortisone,Moderate
Hydrocortisone + Neostigmine,Moderate
Nicardipine + Hydrocortisone,Moderate
Hydrocortisone + Nilotinib,Moderate
Nisoldipine + Hydrocortisone,Moderate
Nitroprusside + Hydrocortisone,Moderate
Hydrocortisone + Nivolumab,Moderate
Hydrocortisone + Norfloxacin,Major
Hydrocortisone + Norfloxacin,Major
Hydrocortisone + Ocrelizumab,Moderate
Hydrocortisone + Ofloxacin,Major
Hydrocortisone + Ofloxacin,Major
Olmesartan + Hydrocortisone,Moderate
Hydrocortisone + Omacetaxine mepesuccinate,Moderate
Oxandrolone + Hydrocortisone,Moderate
Hydrocortisone + Oxaprozin,Moderate
Hydrocortisone + Oxcarbazepine,Moderate
Hydrocortisone + Oxymetholone,Moderate
Hydrocortisone + Ozanimod,Major
Hydrocortisone + Ozanimod,Major
Hydrocortisone + Paliperidone,Moderate
Hydrocortisone + Pancuronium,Moderate
Hydrocortisone + Patiromer,Moderate
Pegaspargase + Hydrocortisone,Moderate
Hydrocortisone + Pembrolizumab,Moderate
Hydrocortisone + Penbutolol,Moderate
Pentobarbital + Hydrocortisone,Moderate
Hydrocortisone + Perindopril,Moderate
Hydrocortisone + Phenobarbital,Moderate
Hydrocortisone + Phenolphthalein,Moderate
Hydrocortisone + Phenylbutazone,Moderate
Phenytoin + Hydrocortisone,Moderate
Hydrocortisone + Pimozide,Major
Hydrocortisone + Pimozide,Major
Hydrocortisone + Pindolol,Moderate
Hydrocortisone + Pioglitazone,Moderate
Hydrocortisone + Pipecuronium,Moderate
Hydrocortisone + Pirbuterol,Minor
Hydrocortisone + Pirbuterol,Minor
Piroxicam + Hydrocortisone,Moderate
Hydrocortisone + Pitolisant,Moderate
Hydrocortisone + Poliovirus type 1 antigen (formaldehyde inactivated),Moderate
Hydrocortisone + Polyethylene glycol (3350),Moderate
Hydrocortisone + Polythiazide,Moderate
Hydrocortisone + Posaconazole,Moderate
Hydrocortisone + Pramlintide,Moderate
Prazosin + Hydrocortisone,Moderate
Hydrocortisone + Primidone,Moderate
Promazine + Hydrocortisone,Moderate
Propranolol + Hydrocortisone,Moderate
Pyridostigmine + Hydrocortisone,Moderate
Hydrocortisone + Quinapril,Moderate
Hydrocortisone + Quinestrol,Moderate
Hydrocortisone + Racepinephrine,Minor
Hydrocortisone + Racepinephrine,Minor
Ramipril + Hydrocortisone,Moderate
Hydrocortisone + Rapacuronium,Moderate
Hydrocortisone + Repaglinide,Moderate
Reserpine + Hydrocortisone,Moderate
Hydrocortisone + Ribociclib,Moderate
Rifabutin + Hydrocortisone,Moderate
Hydrocortisone + Rifampicin,Moderate
Hydrocortisone + Rifapentine,Moderate
Hydrocortisone + Rilonacept,Moderate
Risperidone + Hydrocortisone,Moderate
Hydrocortisone + Ritodrine,Minor
Hydrocortisone + Ritodrine,Minor
Ritonavir + Hydrocortisone,Moderate
Rocuronium + Hydrocortisone,Moderate
Rofecoxib + Hydrocortisone,Moderate
Hydrocortisone + Roflumilast,Moderate
Hydrocortisone + Romosozumab,Moderate
Rosiglitazone + Hydrocortisone,Moderate
Hydrocortisone + Rotavirus vaccine,Major
Hydrocortisone + Rotavirus vaccine,Major
Hydrocortisone + Rubella virus vaccine,Major
Hydrocortisone + Rubella virus vaccine,Major
Hydrocortisone + Rucaparib,Moderate
Hydrocortisone + Rufinamide,Moderate
Hydrocortisone + Salmeterol,Minor
Hydrocortisone + Salmeterol,Minor
Hydrocortisone + Salsalate,Moderate
Hydrocortisone + Saquinavir,Moderate
Hydrocortisone + Pfizer-BioNTech Covid-19 Vaccine,Moderate
Hydrocortisone + Saxagliptin,Moderate
Secobarbital + Hydrocortisone,Moderate
Hydrocortisone + Selpercatinib,Moderate
Hydrocortisone + Semaglutide,Moderate
Hydrocortisone + Siponimod,Major
Hydrocortisone + Siponimod,Major
Hydrocortisone + Sipuleucel-T,Moderate
Hydrocortisone + Sirolimus,Moderate
Hydrocortisone + Sitagliptin,Moderate
"Hydrocortisone + Smallpox (Vaccinia) Vaccine, Live",Major
"Hydrocortisone + Smallpox (Vaccinia) Vaccine, Live",Major
Hydrocortisone + Sodium bicarbonate,Minor
Hydrocortisone + Sodium bicarbonate,Minor
Hydrocortisone + Iodide I-123,Moderate
Hydrocortisone + Iodide I-131,Moderate
Hydrocortisone + Phenylbutyric acid,Moderate
Hydrocortisone + Tolevamer,Moderate
Hydrocortisone + Salicylic acid (sodium),Moderate
Hydrocortisone + Somapacitan,Moderate
Hydrocortisone + Somatrem,Moderate
Somatotropin + Hydrocortisone,Moderate
Hydrocortisone + Sparfloxacin,Major
Hydrocortisone + Sparfloxacin,Major
Spironolactone + Hydrocortisone,Moderate
Hydrocortisone + Stanozolol,Moderate
Hydrocortisone + Stiripentol,Moderate
Sulindac + Hydrocortisone,Moderate
Hydrocortisone + Tacrolimus,Moderate
Hydrocortisone + Talimogene laherparepvec,Major
Hydrocortisone + Talimogene laherparepvec,Major
Hydrocortisone + Tazemetostat,Moderate
Hydrocortisone + Telaprevir,Moderate
Hydrocortisone + Telbivudine,Moderate
Hydrocortisone + Telithromycin,Moderate
Hydrocortisone + Telmisartan,Moderate
Hydrocortisone + Telotristat ethyl,Moderate
Hydrocortisone + Temsirolimus,Moderate
Hydrocortisone + Terazosin,Moderate
Hydrocortisone + Terbutaline,Minor
Hydrocortisone + Terbutaline,Minor
Hydrocortisone + Teriflunomide,Major
Hydrocortisone + Teriflunomide,Major
Testosterone + Hydrocortisone,Moderate
Testosterone (topical) + Hydrocortisone,Moderate
Hydrocortisone + Thalidomide,Major
Hydrocortisone + Thalidomide,Major
Theophylline + Hydrocortisone,Moderate
Thioridazine + Hydrocortisone,Moderate
Ticlopidine + Hydrocortisone,Minor
Ticlopidine + Hydrocortisone,Minor
Timolol + Hydrocortisone,Moderate
Hydrocortisone + Tofacitinib,Major
Hydrocortisone + Tofacitinib,Major
Hydrocortisone + Tolazamide,Moderate
Hydrocortisone + Tolbutamide,Moderate
Tolmetin + Hydrocortisone,Moderate
Torasemide + Hydrocortisone,Moderate
Trandolapril + Hydrocortisone,Moderate
Triamterene + Hydrocortisone,Moderate
Hydrocortisone + Trichlormethiazide,Moderate
Hydrocortisone + Trichophyton mentagrophytes,Moderate
Hydrocortisone + Trifluoperazine,Moderate
Hydrocortisone + Trimethaphan,Moderate
Troglitazone + Hydrocortisone,Moderate
Hydrocortisone + Troleandomycin,Moderate
Trovafloxacin + Hydrocortisone,Major
Trovafloxacin + Hydrocortisone,Major
Hydrocortisone + Tuberculin purified protein derivative,Moderate
Hydrocortisone + Tubocurarine,Moderate
Hydrocortisone + Tucatinib,Moderate
Hydrocortisone + Typhoid vaccine (inactivated),Moderate
Hydrocortisone + Typhoid vaccine (live),Major
Hydrocortisone + Typhoid vaccine (live),Major
Hydrocortisone + Upadacitinib,Major
Hydrocortisone + Upadacitinib,Major
Hydrocortisone + Ustekinumab,Moderate
Valdecoxib + Hydrocortisone,Moderate
Valsartan + Hydrocortisone,Moderate
Hydrocortisone + Varicella Zoster Vaccine (Recombinant),Major
Hydrocortisone + Varicella Zoster Vaccine (Recombinant),Major
Hydrocortisone + Vecuronium,Moderate
Verapamil + Hydrocortisone,Moderate
Hydrocortisone + Vigabatrin,Major
Hydrocortisone + Vigabatrin,Major
Vitamin E + Hydrocortisone,Minor
Vitamin E + Hydrocortisone,Minor
Voriconazole + Hydrocortisone,Moderate
Hydrocortisone + Voxelotor,Moderate
Warfarin + Hydrocortisone,Moderate
Hydrocortisone + Yellow Fever Vaccine,Major
Hydrocortisone + Yellow Fever Vaccine,Major
Hydrocortisone + Zinc acetate,Minor
Hydrocortisone + Zinc acetate,Minor
Hydrocortisone + Zinc chloride,Minor
Hydrocortisone + Zinc chloride,Minor
Hydrocortisone + Zinc gluconate,Minor
Hydrocortisone + Zinc gluconate,Minor
Hydrocortisone + Zinc sulfate,Minor
Hydrocortisone + Zinc sulfate,Minor
Ziprasidone + Hydrocortisone,Major
Ziprasidone + Hydrocortisone,Major
Butalbital + Prednisone,Moderate
Loratadine + Clarithromycin,Minor
Loratadine + Clarithromycin,Minor
Loratadine + Glycerol phenylbutyrate,Moderate
Loratadine + Miconazole,Minor
Loratadine + Miconazole,Minor
Troglitazone + Loratadine,Moderate
Chlorothiazide + Albiglutide,Moderate
Ciprofloxacin + Albiglutide,Moderate
Estradiol + Albiglutide,Moderate
Etonogestrel + Albiglutide,Moderate
Hydrochlorothiazide + Albiglutide,Moderate
